编号,姓名,属性,弱点,数据,imgs
592,轻飘飘,水幽靈,草電幽靈惡,身高1.2 m分類漂浮寶可夢體重33.0 kg性別特性儲水詛咒之軀特性儲水受到水屬性的招式攻擊時，不會受到傷害，而是會回復。特性詛咒之軀受到攻擊時，有時會把對手的招式變為定身法狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/73f31a43d0cd788311b92ab1a739136d9e228802.png
592,轻飘飘,水幽靈,草電幽靈惡,身高1.2 m分類漂浮寶可夢體重33.0 kg性別特性儲水詛咒之軀特性儲水受到水屬性的招式攻擊時，不會受到傷害，而是會回復。特性詛咒之軀受到攻擊時，有時會把對手的招式變為定身法狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/019f38c1aeef03f0abb08990dd7aff9f7c5fc298.png
593,胖嘟嘟,水幽靈,草電幽靈惡,身高2.2 m分類漂浮寶可夢體重135.0 kg性別特性儲水詛咒之軀特性儲水受到水屬性的招式攻擊時，不會受到傷害，而是會回復。特性詛咒之軀受到攻擊時，有時會把對手的招式變為定身法狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/935ab51c0d6b3daea5c42f97920db56fccb626cf.png
593,胖嘟嘟,水幽靈,草電幽靈惡,身高2.2 m分類漂浮寶可夢體重135.0 kg性別特性儲水詛咒之軀特性儲水受到水屬性的招式攻擊時，不會受到傷害，而是會回復。特性詛咒之軀受到攻擊時，有時會把對手的招式變為定身法狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b12235af1f67ec4fff4c659dd4e656e6464c5d9a.png
594,保母曼波,水,草電,身高1.2 m分類看護寶可夢體重31.6 kg性別/特性治癒之心濕潤之軀特性治癒之心有時會治癒同伴的異常狀態。特性濕潤之軀天氣為下雨時，會治癒異常狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/046c364aeeb7b1d5c0d865b4b477488c8ca1d801.png
595,电电虫,蟲電,火岩石,身高0.1 m分類吸附寶可夢體重0.6 kg性別/特性複眼緊張感特性複眼因為擁有複眼，會提高招式的命中率。特性緊張感讓對手感到緊張，無法吃樹果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/c8d944f4635d9244195951be138aedd6dd670802.png
596,电蜘蛛,蟲電,火岩石,身高0.8 m分類電蜘蛛寶可夢體重14.3 kg性別/特性複眼緊張感特性複眼因為擁有複眼，會提高招式的命中率。特性緊張感讓對手感到緊張，無法吃樹果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/184e143b71359d9010bf9cbcf6bf526202281ec0.png
597,种子铁球,草鋼,火格鬥,身高0.6 m分類刺果寶可夢體重18.8 kg性別/特性鐵刺特性鐵刺用鐵刺給予接觸到自己的對手傷害。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/7902d965dec4b6ef5348ec0c8f40aa6c49bc11e6.png
598,坚果哑铃,草鋼,火格鬥,身高1.0 m分類刺球寶可夢體重110.0 kg性別/特性鐵刺特性鐵刺用鐵刺給予接觸到自己的對手傷害。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e08e4d3e26cec97a86153675f117278a2c051ed5.png
599,齿轮儿,鋼,火格鬥地面,身高0.3 m分類齒輪寶可夢體重21.0 kg性別特性正電負電特性正電場上的夥伴之中，如果有正電或負電特性的寶可夢，自己的特攻會提高。特性負電場上的夥伴之中，如果有正電或負電特性的寶可夢，自己的特攻會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/456dd9919e3435acb916099ae1703fd388898eef.png
600,齿轮组,鋼,火格鬥地面,身高0.6 m分類齒輪寶可夢體重51.0 kg性別特性正電負電特性正電場上的夥伴之中，如果有正電或負電特性的寶可夢，自己的特攻會提高。特性負電場上的夥伴之中，如果有正電或負電特性的寶可夢，自己的特攻會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/643a526b322606329554a89294c986ff71099975.png
602,麻麻小鱼,電,地面,身高0.2 m分類電魚寶可夢體重0.3 kg性別/特性飄浮特性飄浮從地面浮起，從而不會受到地面屬性招式的攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/c2dfb5de65a2006c86b077331e71ed15c7c57482.png
603,麻麻鳗,電,地面,身高1.2 m分類電魚寶可夢體重22.0 kg性別/特性飄浮特性飄浮從地面浮起，從而不會受到地面屬性招式的攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/ffe49d4631433e1819397d7b3b5a27ef7b90f9bf.png
604,麻麻鳗鱼王,電,地面,身高2.1 m分類電魚寶可夢體重80.5 kg性別/特性飄浮特性飄浮從地面浮起，從而不會受到地面屬性招式的攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e9154df3b824fcbdf19587886db9fd6968047d10.png
605,小灰怪,超能力,蟲幽靈惡,身高0.5 m分類腦寶可夢體重9.0 kg性別/特性心靈感應同步特性心靈感應預測我方的攻擊，並閃避其招式。特性同步將自己的中毒、麻痺或灼傷狀態傳染給對手。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/142cf386a916731784f80fee0b7864ad26198d36.png
607,烛光灵,幽靈火,水地面岩石幽靈惡,身高0.3 m分類蠟燭寶可夢體重3.1 kg性別/特性引火火焰之軀特性引火受到火屬性的招式攻擊時，吸收火焰，讓自己使出的火屬性招式變強。特性火焰之軀有時會讓接觸到自己的對手陷入灼傷狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/cb303ff7c350996e1f4a69673c2f1b423b3ef308.png
608,灯火幽灵,幽靈火,水地面岩石幽靈惡,身高0.6 m分類油燈寶可夢體重13.0 kg性別/特性引火火焰之軀特性引火受到火屬性的招式攻擊時，吸收火焰，讓自己使出的火屬性招式變強。特性火焰之軀有時會讓接觸到自己的對手陷入灼傷狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/fde113e99c40eb6dfa18a1ceb9be4b2df6a61e76.png
609,水晶灯火灵,幽靈火,水地面岩石幽靈惡,身高1.0 m分類引誘寶可夢體重34.3 kg性別/特性引火火焰之軀特性引火受到火屬性的招式攻擊時，吸收火焰，讓自己使出的火屬性招式變強。特性火焰之軀有時會讓接觸到自己的對手陷入灼傷狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/6c591295dc0e5ce2d2a6835fc5e01f0123401a10.png
610,牙牙,龍,冰龍妖精,身高0.6 m分類牙寶可夢體重18.0 kg性別/特性鬥爭心破格特性鬥爭心面對性別相同的對手，會燃起鬥爭心，變得更強。面對性別不同的對手時則會變弱。特性破格可不受特性影響，向對手使出招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/364bf73185caeae816d1ce72c8a3b4947a243082.png
611,斧牙龙,龍,冰龍妖精,身高1.0 m分類顎斧寶可夢體重36.0 kg性別/特性鬥爭心破格特性鬥爭心面對性別相同的對手，會燃起鬥爭心，變得更強。面對性別不同的對手時則會變弱。特性破格可不受特性影響，向對手使出招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b2396a29ff90be785d3b78d75fa5db24c2c253ba.png
612,双斧战龙,龍,冰龍妖精,身高1.8 m分類顎斧寶可夢體重105.5 kg性別/特性鬥爭心破格特性鬥爭心面對性別相同的對手，會燃起鬥爭心，變得更強。面對性別不同的對手時則會變弱。特性破格可不受特性影響，向對手使出招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/015a96ddbcb1163e2c31a4be04751fd0fd523bc6.png
613,喷嚏熊,冰,火格鬥岩石鋼,身高0.5 m分類結冰寶可夢體重8.5 kg性別/特性雪隱撥雪特性雪隱天氣為下雪時，閃避率會提高。特性撥雪天氣為下雪時，速度會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e4f0cef46058c997eb555070aee3a95a5c68673f.png
614,冻原熊,冰,火格鬥岩石鋼,身高2.6 m分類凍結寶可夢體重260.0 kg性別/特性雪隱撥雪特性雪隱天氣為下雪時，閃避率會提高。特性撥雪天氣為下雪時，速度會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/38000d24cc0fd4e72645d1deb707af2da861c69e.png
615,几何雪花,冰,火格鬥岩石鋼,身高1.1 m分類結晶寶可夢體重148.0 kg性別特性飄浮特性飄浮從地面浮起，從而不會受到地面屬性招式的攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/dfc5f83c407d257f098c0570645c7a081bf3bf0c.png
616,小嘴蜗,蟲,火飛行岩石,身高0.4 m分類蝸牛寶可夢體重7.7 kg性別/特性濕潤之軀硬殼盔甲特性濕潤之軀天氣為下雨時，會治癒異常狀態。特性硬殼盔甲被堅硬的殼保護著，對手的攻擊不會擊中要害。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/24f49690d1b395c1f7d74f681859c3a9a89e0bc6.png
617,敏捷虫,蟲,火飛行岩石,身高0.8 m分類脫殼寶可夢體重25.3 kg性別/特性濕潤之軀黏著特性濕潤之軀天氣為下雨時，會治癒異常狀態。特性黏著道具會黏在具有黏性的身體上，不會被對手奪走。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/1eaffcd047ae882324ca705986bd333a15e13256.png
618,泥巴鱼,地面電,水草冰地面,身高0.7 m分類陷阱寶可夢體重11.0 kg性別/特性靜電柔軟特性靜電身上帶有靜電，有時會令接觸到的對手麻痺。特性柔軟因為身體柔軟，不會陷入麻痺狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/661cea7873f3ac3c00ce39e4def3c82664a13d98.png
618,泥巴鱼,地面鋼,火水格鬥地面,身高0.7 m分類陷阱寶可夢體重20.5 kg性別/特性擬態特性擬態寶可夢的屬性會隨著場地的狀態而改變。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b3c4eeca1f08abfc87a9d1d007382248779124a3.png
619,功夫鼬,格鬥,飛行超能力妖精,身高0.9 m分類武術寶可夢體重20.0 kg性別/特性精神力再生力特性精神力靠著經過鍛鍊的精神，不會因對手的攻擊而畏縮。面對威嚇也不會動搖。特性再生力退回同行隊伍後，ＨＰ會少量回復。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/a5e37e37f124bbaf7e1031b52ac35e94cdc611f9.png
620,师父鼬,格鬥,飛行超能力妖精,身高1.4 m分類武術寶可夢體重35.5 kg性別/特性精神力再生力特性精神力靠著經過鍛鍊的精神，不會因對手的攻擊而畏縮。面對威嚇也不會動搖。特性再生力退回同行隊伍後，ＨＰ會少量回復。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/72e9960e3a648f2d3cad440bceefc520c6014e11.png
621,赤面龙,龍,冰龍妖精,身高1.6 m分類洞穴寶可夢體重139.0 kg性別/特性粗糙皮膚強行特性粗糙皮膚受到攻擊時，用粗糙的皮膚弄傷接觸到自己的對手。特性強行招式會失去追加效果，但可以用更高的威力使出招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/742981ddf85105e43ec651f70bb9b4488dc0eeae.png
622,泥偶小人,地面幽靈,水草冰幽靈惡,身高1.0 m分類魔像寶可夢體重92.0 kg性別特性鐵拳笨拙特性鐵拳使用到拳頭的招式威力會提高。特性笨拙無法使用持有的道具。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b1f092b069ab90e469c7794bc3b7ab8a4b15eb0e.png
623,泥偶巨人,地面幽靈,水草冰幽靈惡,身高2.8 m分類魔像寶可夢體重330.0 kg性別特性鐵拳笨拙特性鐵拳使用到拳頭的招式威力會提高。特性笨拙無法使用持有的道具。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/6bca54075e849ac580ce4981b51298d1546e81a2.png
624,驹刀小兵,惡鋼,火格鬥地面,身高0.5 m分類利器寶可夢體重10.2 kg性別/特性不服輸精神力特性不服輸被對手降低能力時，攻擊會大幅提高。特性精神力靠著經過鍛鍊的精神，不會因對手的攻擊而畏縮。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/d91d960991e5b1607aba9bc2c791851654582ada.png
625,劈斩司令,惡鋼,火格鬥地面,身高1.6 m分類刀刃寶可夢體重70.0 kg性別/特性不服輸精神力特性不服輸被對手降低能力時，攻擊會大幅提高。特性精神力靠著經過鍛鍊的精神，不會因對手的攻擊而畏縮。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/5fec90c2ab3eb206d6d87b85fa48f3d895edf665.png
626,爆炸头水牛,一般,格鬥,身高1.6 m分類頭錘牛寶可夢體重94.6 kg性別/特性捨身食草特性捨身會讓自己因反作用力而受傷的招式威力會提高。特性食草受到草屬性的招式攻擊時，不但不會受到傷害，反而攻擊會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/40a5be6047781fa247fccdea74066096c575606d.png
627,毛头小鹰,一般飛行,電冰岩石,身高0.5 m分類雛鷹寶可夢體重10.5 kg性別特性銳利目光強行特性銳利目光靠著銳利的目光，命中率不會被降低。特性強行招式會失去追加效果，但可以用更高的威力使出招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/dfff3482db4eef46b226545d495c1ee9489a3111.png
628,勇士雄鹰,一般飛行,電冰岩石,身高1.5 m分類勇猛寶可夢體重41.0 kg性別特性銳利目光強行特性銳利目光靠著銳利的目光，命中率不會被降低。特性強行招式會失去追加效果，但可以用更高的威力使出招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/51a8ef5fe80e7fadf313c2da29be14d440ca4989.png
628,勇士雄鹰,超能力飛行,電冰岩石幽靈惡,身高1.7 m分類戰吼寶可夢體重43.4 kg性別特性銳利目光強行特性銳利目光靠著銳利的目光，命中率不會被降低。特性強行招式會失去追加效果，但可以用更高的威力使出招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/4f3f151beb98164344f3d2ae33eb62af1ef8715b.png
629,秃鹰丫头,惡飛行,電冰岩石妖精,身高0.5 m分類尿布寶可夢體重9.0 kg性別特性健壯胸肌防塵特性健壯胸肌不會受到降低防禦的效果影響。特性防塵不會受到沙暴的傷害。也不會受到粉末或孢子的影響。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e2b58116dd5ee0a2b1b8a91115ba471ff12ffe52.png
630,秃鹰娜,惡飛行,電冰岩石妖精,身高1.2 m分類骨鷹寶可夢體重39.5 kg性別特性健壯胸肌防塵特性健壯胸肌不會受到降低防禦的效果影響。特性防塵不會受到沙暴的傷害。也不會受到粉末或孢子的影響。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e6c54076ac21ca45a8d745c6a8adf2a426f30a06.png
631,熔蚁兽,火,水地面岩石,身高1.4 m分類食蟻獸寶可夢體重58.0 kg性別/特性貪吃鬼引火特性貪吃鬼原本ＨＰ變得很少時才會吃的樹果，在ＨＰ還有一半時就會把它吃掉。特性引火受到火屬性的招式攻擊時，吸收火焰，讓自己使出的火屬性招式變強。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/2fce1f6ab0824dadbf7bac201f471f8f73b9ad05.png
632,铁蚁,蟲鋼,火,身高0.3 m分類鐵蟻寶可夢體重33.0 kg性別/特性蟲之預感活力特性蟲之預感ＨＰ減少的時候，蟲屬性的招式威力會提高。特性活力自己的攻擊雖會變高，但命中率會降低。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/134334e676d49d0ade99439cd9de73d7c8324f6f.png
633,单首龙,惡龍,冰格鬥蟲龍妖精,身高0.8 m分類粗魯寶可夢體重17.3 kg性別/特性活力特性活力自己的攻擊雖會變高，但命中率會降低。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/c9519391c07fd5e412de6c63933612d4b1634679.png
634,双首暴龙,惡龍,冰格鬥蟲龍妖精,身高1.4 m分類粗暴寶可夢體重50.0 kg性別/特性活力特性活力自己的攻擊雖會變高，但命中率會降低。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/a4489abc675f056cc9a20f5ab8e9e734f7a39051.png
635,三首恶龙,惡龍,冰格鬥蟲龍,身高1.8 m分類凶暴寶可夢體重160.0 kg性別/特性飄浮特性飄浮從地面浮起，從而不會受到地面屬性招式的攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/072285cb2f79f560e25fce81cc981a7432fa0123.png
636,燃烧虫,蟲火,水飛行岩石,身高1.1 m分類火炬寶可夢體重28.8 kg性別/特性火焰之軀特性火焰之軀有時會讓接觸到自己的對手陷入灼傷狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/d6faebfa8e2d06c606414fa2ce8901c493d30ca2.png
638,勾帕路翁,鋼格鬥,火格鬥地面,身高2.1 m分類鐵心寶可夢體重250.0 kg性別特性正義之心特性正義之心受到惡屬性的招式攻擊時，因為正義感，攻擊會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/131193172ac33d8fbb4c5efa3f4985287b366447.png
639,代拉基翁,岩石格鬥,水草格鬥地面超能力鋼妖精,身高1.9 m分類岩窟寶可夢體重260.0 kg性別特性正義之心特性正義之心受到惡屬性的招式攻擊時，因為正義感，攻擊會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/9a1980e702ceeb122fd621c99fe3b144e07d3cd4.png
640,毕力吉翁,草格鬥,火冰毒飛行超能力妖精,身高2.0 m分類草原寶可夢體重200.0 kg性別特性正義之心特性正義之心受到惡屬性的招式攻擊時，因為正義感，攻擊會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/dd6eeb37307ac3fe672f752ff39c13c96c438566.png
