姓名,进化,属性,弱点,身高,体重,特征,数据
功夫鼬,师父鼬,格斗,飞行,0.9,20,精神力,武术宝可梦在早晨可以看见牠们集体用缓慢的动作摆出各种姿势哦。靠着经过锻炼的精神，不会因对手的攻击而畏缩。面对威吓也不会动摇。特再生力退回同行队伍后，ＨＰ会少量回复。
师父鼬,师父鼬,格斗,飞行,1.4,35.5,精神力,武术宝可梦会用连续攻击压倒对手。致命的一击会在缓慢蓄力之后施展出来。靠着经过锻炼的精神，不会因对手的攻击而畏缩。面对威吓也不会动摇。特再生力退回同行队伍后，ＨＰ会少量回复。
赤面龙,赤面龙,龙,冰龙,1.6,139,粗糙皮肤,洞穴宝可梦脸上的红色皮肤比岩石还要坚硬。在狭窄的洞窟中，会用脸朝著敌人发动突袭。受到攻击时，用粗糙的皮肤弄伤接触到自己的对手。特强行招式会失去追加效果，但可以用更高的威力使出招式。
泥偶小人,泥偶巨人,地面幽灵,水草,1,92,铁拳,魔像宝可梦诞生自黏土的古代宝可梦。不知为何，有一些泥偶小人会不断地把大石头排列起来。使用到拳头的招式威力会提高。特笨拙无法使用持有的道具。
泥偶巨人,泥偶巨人,地面幽灵,水草,2.8,330,铁拳,魔像宝可梦古代人城堡的墙壁里那像炮台一样的底座是为了让泥偶巨人发射光束而建的。使用到拳头的招式威力会提高。特笨拙无法使用持有的道具。
驹刀小兵,噼斩司令,恶钢,火,0.5,10.2,不服输,利器宝可梦遇上强敌也是不畏挑战。在紧要关头时会紧紧抓住对手，以身上的刀刃将其刺穿被对手降低能力时，攻击会大幅提高。特精神力靠着经过锻炼的精神，不会因对手的攻击而畏缩。面对威吓也不会动摇。
噼斩司令,仆斩将军,恶钢,火,1.6,70,不服输,刀刃宝可梦率领驹刀小兵成群结队。输掉赌上地盘之争的群体，会一个接一个地遭到吸收。被对手降低能力时，攻击会大幅提高。特精神力靠着经过锻炼的精神，不会因对手的攻击而畏缩。面对威吓也不会动摇。
爆炸头水牛,爆炸头水牛,一般,格斗,1.6,94.6,舍身,头锤牛宝可梦不分青红皂白地向前猛冲，使出头锤。有著能让前进中的列车脱轨的破坏力。会让自己因反作用力而受伤的招式威力会提高。特食草受到草属的招式攻击时，不但不会受到伤害，反而攻击会提高。
毛头小鹰,勇士雄鹰,一般飞行,电冰,0.5,10.5,锐利目光,雏鹰宝可梦会不由分说挑起战斗。随著每次被打倒，每次受伤，会成长得更强更壮。靠着锐利的目光，命中率不会被降低。特强行招式会失去追加效果，但可以用更高的威力使出招式。
勇士雄鹰,勇士雄鹰,一般飞行,电冰,1.5,41,锐利目光,勇猛宝可梦勇猛果敢的天空战士。身上受的伤越多，就越会受到伙伴的尊敬。靠着锐利的目光，命中率不会被降低。特强行招式会失去追加效果，但可以用更高的威力使出招式。
秃鹰丫头,秃鹰娜,恶飞行,电冰,0.5,9,健壮,尿布宝可梦穿上骸骨来保护屁股。会和伙伴互相争抢穿起来舒服的骸骨。 不会受到降低防御的效果影响。特防尘不会受到沙暴的伤害。也不会受到粉末或孢子的影响。
秃鹰娜,秃鹰娜,恶飞行,电冰,1.2,39.5,健壮,骨鹰宝可梦虽然性情粗暴，如果遇到了迷路的秃鹰丫头，便会细心照顾牠，直到牠长大离巢。 不会受到降低防御的效果影响。特防尘不会受到沙暴的伤害。也不会受到粉末或孢子的影响。
熔蚁兽,熔蚁兽,火,水,1.4,58,贪吃鬼,食蚁兽宝可梦从尾部的孔洞吸入空气，燃起火焰。如果孔洞被堵住了，身体就会不舒服。原本ＨＰ变得很少时才会吃的树果，在ＨＰ还有一半时就会把它吃掉。特引火受到火属的招式攻击时，吸收火焰，让自己使出的火属招式变强。
铁蚁,铁蚁,虫钢,火,0.3,33,虫之预感,铁蚁宝可梦在巢穴的深处产卵。受到熔蚁兽的袭击时会用大大的颚部咬住对方进行反击。ＨＰ减少的时候，虫属的招式威力会提高。特活力自己的攻击虽会变高，但命中率会降低。
单首龙,双首暴龙,恶龙,冰,0.8,17.3,活力,粗鲁宝可梦因为眼睛看不见，所以不管要确认什么都是先咬再说。和牠变亲密前会满身是伤。自己的攻击虽会变高，但命中率会降低。
双首暴龙,三首恶龙,恶龙,冰,1.4,50,活力,粗暴宝可梦２颗头的感情很差。如果两边疼爱的程度不同，就会因争风吃醋而开始大吵。自己的攻击虽会变高，但命中率会降低。
三首恶龙,三首恶龙,恶龙,冰,1.8,160,飘浮,凶暴宝可梦只有本体上的头才有大脑。虽然智力很高，但却满脑子只想著要破坏。从地面浮起，从而不会受到地面属招式的攻击。
燃烧虫,火神蛾,虫火,水,1.1,28.8,火焰之躯,火炬宝可梦过去被称为盗日幼虫。从角喷出来的火焰，就连铁板都能烧断。有时会让接触到自己的对手陷入灼伤状态。
勾帕路翁,勾帕路翁,钢格斗,火,2.1,250,正义之心,铁心宝可梦有著钢铁的身体与心灵。光只是瞪一眼就能够让凶暴的宝可梦也甘心臣服。受到恶属的招式攻击时，因为正义感，攻击会提高。
代拉基翁,代拉基翁,岩石格斗,水草,1.9,260,正义之心,岩窟宝可梦有著能一举冲破巨大城墙的冲撞力。是传说里描述的宝可梦。受到恶属的招式攻击时，因为正义感，攻击会提高。
毕力吉翁,毕力吉翁,草格斗,火,2,200,正义之心,草原宝可梦头上的角有如锋利的刀刃。用旋风般的动作戏弄敌人，同时迅速斩切。受到恶属的招式攻击时，因为正义感，攻击会提高。
龙卷云,龙卷云,飞行,电冰,1.5,63,恶作剧之心,旋风宝可梦下半身被云一般的能量包裹著。能以时速３００公里的速度在空中飞行。可以抢先使出变化类招式。
雷电云,雷电云,电飞行,冰,1.5,61,恶作剧之心,旋风宝可梦下半身被云一般的能量包裹著。能以时速３００公里的速度在空中飞行。可以抢先使出变化类招式。
莱希拉姆,莱希拉姆,龙火,地面,3.2,330,涡轮火焰,白阳宝可梦能以火焰将世界燃烧殆尽的传说的宝可梦。会帮助建构真实世界的人。可以不受对手特的干扰，向对手使出招式。
捷克罗姆,捷克罗姆,龙电,冰,2.9,345,兆级电压,黑阴宝可梦能以闪电将世界燃烧殆尽的传说的宝可梦。会辅助创造理想世界的人。可以不受对手特的干扰，向对手使出招式。
土地云,土地云,地面飞行,水冰,1.5,68,沙之力,丰饶宝可梦土地云造访的土地上，作物会结实累累，因此被称为农田之神。沙暴天气时，岩石属、地面属和钢属招式的威力会提高。
酋雷姆,酋雷姆,龙冰,格斗,3,325,压迫感,境界宝可梦等待著以真实及理想填补自己失去的身体的英雄。是冰之传说宝可梦。给予对手压迫感，大量减少其使用招式的ＰＰ。
凯路迪欧,凯路迪欧,水格斗,草电,1.4,48.5,正义之心,幼马宝可梦在河海等水面奔跑，驰骋在整个世界。会在美丽的水边现身。受到恶属的招式攻击时，因为正义感，攻击会提高。
美洛耶塔,美洛耶塔,一般超能力,虫,0.6,6.5,天恩,旋律宝可梦美洛耶塔演奏的旋律有著能让周围的宝可梦或悲或喜的力量。受到上天保佑，容易出现招式的追加效果。
盖诺赛克特,盖诺赛克特,虫钢,火,1.5,82.5,下载,古生代宝可梦被等离子队改造过的古代的虫宝可梦。背上的大砲力量得到了提升。比较对手的防御和特防，根据较低的那项能力相应地提高自己的攻击或特攻。
哈力栗,胖胖哈力,草,火,0.4,9,茂盛,刺栗宝可梦头上的刺平时很柔软，一旦集中力量就会变得尖锐，硬度足以刺穿岩石。ＨＰ减少的时候，草属的招式威力会提高。
胖胖哈力,布里卡隆,草,火,0.7,29,茂盛,刺铠宝可梦覆盖身体的结实外壳不仅能反弹敌人的攻击，还能以尖锐的刺展开反击。ＨＰ减少的时候，草属的招式威力会提高。
布里卡隆,布里卡隆,草格斗,火,1.6,90,茂盛,刺铠宝可梦有著能够用身体撞翻５０吨重坦克车的力量。会把自身当成护盾保护伙伴。ＨＰ减少的时候，草属的招式威力会提高。
火狐狸,长尾火狐,火,水,0.4,9.4,勐火,狐狸宝可梦吃了小树枝就会变得有精神，从大大的耳朵中喷出超过摄氏２００度的热气。ＨＰ减少的时候，火属的招式威力会提高。
长尾火狐,妖火红狐,火,水,1,14.5,勐火,狐狸宝可梦尾巴上插有树枝。用树枝和尾巴上的毛摩擦生热，点燃树枝应战。ＨＰ减少的时候，火属的招式威力会提高。
妖火红狐,妖火红狐,火超能力,水,1.5,39,勐火,狐狸宝可梦只要注视著木杖前端燃烧的火焰并集中精神，就能看穿未来将会发生的事。ＨＰ减少的时候，火属的招式威力会提高。
呱呱泡蛙,呱头蛙,水,草电,0.3,7,激流,泡蛙宝可梦从胸口和背上做出泡泡。以富有弹力的泡泡抵挡攻击，减少所受的伤害。ＨＰ减少的时候，水属的招式威力会提高。
呱头蛙,甲贺忍蛙,水,草电,0.6,10.9,激流,泡蛙宝可梦会使出用泡泡包著小石头掷出的招式。有著能击中３０公尺外空罐子的精准度。ＨＰ减少的时候，水属的招式威力会提高。
甲贺忍蛙,甲贺忍蛙,水恶,草电,1.5,40,激流,忍者宝可梦将水压缩，做出手里剑。高速旋转射出的手里剑，就连金属也能一分为二。ＨＰ减少的时候，水属的招式威力会提高。
掘掘兔,掘地兔,一般,格斗,0.4,5,捡拾,挖洞宝可梦擅长用耳朵挖洞。只需一个晚上就能挖出深至地下１０公尺的巢穴。有时会捡来对手用过的道具。冒险过程中也会捡来。特颊囊无论是哪种树果，吃下去后ＨＰ都会回复。
掘地兔,掘地兔,一般地面,水草,1,42.4,捡拾,挖洞宝可梦肚子上的体毛保温性能优秀。在过去，人们会用牠掉落的毛来制作保暖服装。有时会捡来对手用过的道具。冒险过程中也会捡来。特颊囊无论是哪种树果，吃下去后ＨＰ都会回复。
小箭雀,火箭雀,一般飞行,电冰,0.3,1.7,健壮,知更鸟宝可梦平时性情温和，但在战斗开始后，荷尔蒙的平衡会发生变化而变得具有攻击性。 不会受到降低防御的效果影响。
火箭雀,烈箭鹰,火飞行,水电,0.7,16,火焰之躯,火花宝可梦会朝著似乎潜伏著虫宝可梦的草丛洒出火花，然后趁牠们跳出来时猎捕。有时会让接触到自己的对手陷入灼伤状态。
烈箭鹰,烈箭鹰,火飞行,水电,1.2,24.5,火焰之躯,烈火宝可梦飞行能力数一数二。能够攫著１００公斤以上的猎物轻轻松松地飞来飞去。有时会让接触到自己的对手陷入灼伤状态。
粉蝶虫,粉蝶蛹,虫,火,0.3,2.5,鳞粉,喷粉宝可梦吸入体内的毒素会变成黑色的粉末后被排出体外，所以能够吃下毒叶和毒树根。被鳞粉守护着，不会受到招式的追加效果影响。特复眼因为拥有复眼，会提高招式的命中率。
粉蝶蛹,彩粉蝶,虫,火,0.3,8.4,蜕皮,喷粉宝可梦遭毛头小鹰用鸟嘴袭击时，就会以尖锐的体毛和带毒的黑色粉末迎战。透过蜕去身上的皮，有时会治愈异常状态。
彩粉蝶,彩粉蝶,虫飞行,火电,1.2,17,鳞粉,鳞粉宝可梦世界上有著各式各样拥有不同翅膀花纹的彩粉蝶。花纹似乎是受到栖息地的气候影响。被鳞粉守护着，不会受到招式的追加效果影响。特复眼因为拥有复眼，会提高招式的命中率。
小狮狮,火炎狮,火一般,水,0.6,13.5,斗争心,幼狮宝可梦年幼时雌性的火炎狮会教导自己如何狩猎，长大后就会离群索居。面对别相同的对手，会燃起斗争心，变得更强。面对别不同的对手时则会变弱。特紧张感让对手感到紧张，无法吃树果。
火炎狮,火炎狮,火一般,水,1.5,81.5,斗争心,王者宝可梦雌性们会合力捕杀猎物，所以群体内不会发生有谁挨饿的状况。面对别相同的对手，会燃起斗争心，变得更强。面对别不同的对手时则会变弱。特紧张感让对手感到紧张，无法吃树果。
花蓓蓓,花叶蒂,妖精,毒钢,0.1,0.1,花幕,单朵宝可梦牠所拥有的能力可以激发出野花潜藏的力量。对红花最为钟爱。我方的草属性宝可梦能力不会降低。也不会陷入异常状态。
花叶蒂,花洁夫人,妖精,毒钢,0.2,0.9,花幕,单朵宝可梦抱著红花的花叶蒂。会激发出枯萎的花剩余的力量使其恢复生气。我方的草属性宝可梦能力不会降低。也不会陷入异常状态。
花洁夫人,花洁夫人,妖精,毒钢,1.1,10,花幕,花园宝可梦会在自己的地盘内打造出漂亮的花园。能激发颈部上红花的力量。我方的草属性宝可梦能力不会降低。也不会陷入异常状态。
坐骑小羊,坐骑山羊,草,火,0.9,31,食草,坐骑宝可梦一直到最近为止，都还有山岳的住民乘在坐骑小羊的背上，在山路上移动。受到草属的招式攻击时，不但不会受到伤害，反而攻击会提高。
坐骑山羊,坐骑山羊,草,火,1.7,91,食草,坐骑宝可梦用角一碰就可以感受到对手的心情。从５０００年前起就一直协助著人类工作至今。受到草属的招式攻击时，不但不会受到伤害，反而攻击会提高。
顽皮熊猫,流氓熊猫,格斗,飞行,0.6,8,铁拳,顽皮宝可梦会模仿自己敬为头领的流氓熊猫，向牠学习战斗及捕捉猎物的方法。使用到拳头的招式威力会提高。特破格可不受特影响，向对手使出招式。
流氓熊猫,流氓熊猫,格斗恶,格斗,2.1,136,铁拳,恶颜宝可梦性情暴躁，靠力气解决问题。为与堵拦熊一对一比拼而燃烧自己的斗志。使用到拳头的招式威力会提高。特破格可不受特影响，向对手使出招式。
多丽米亚,多丽米亚,一般,格斗,1.2,28,毛皮大衣,贵宾犬宝可梦曾经有过一个时代，贵族之间会互相比较谁能把牠的体毛修剪得更美丽。对手的物理招式造成的伤害会减半。
妙喵,超能妙喵,超能力,虫,0.3,3.5,锐利目光,自制宝可梦虽然一直都面无表情，但是那其实是因为牠在努力不让自己强大的精神力量漏出。靠着锐利的目光，命中率不会被降低。特穿透可穿透对手的屏障或替身进行攻击。
